kernel,proc,prbs,cc,mod_scheme
demap,acc_demap,29,1557.5000000000002,2
demap,acc_demap,30,1590.0,2
demap,acc_demap,31,1627.5,2
demap,acc_demap,32,1710.0,2
demap,acc_demap,33,1747.5,2
demap,acc_demap,34,1790.0,2
demap,acc_demap,35,1827.4999999999995,2
demap,acc_demap,36,1862.5,2
demap,acc_demap,37,1942.5,2
demap,acc_demap,38,1990.0,2
demap,acc_demap,39,2027.4999999999995,2
demap,acc_demap,40,2069.9999999999995,2
demap,acc_demap,41,2105.0,2
demap,acc_demap,42,2187.5,2
demap,acc_demap,43,2225.0000000000005,2
demap,acc_demap,44,2260.0,2
demap,acc_demap,45,2302.5000000000005,2
demap,acc_demap,46,2380.0,2
demap,acc_demap,47,2417.5,2
demap,acc_demap,48,2462.5,2
demap,acc_demap,49,2497.5,2
demap,acc_demap,50,2542.5,2
demap,acc_demap,51,2585.0,2
demap,acc_demap,52,2660.0,2
demap,acc_demap,53,2700.0,2
demap,acc_demap,54,2740.0,2
demap,acc_demap,55,2777.5,2
demap,acc_demap,56,2852.5,2
demap,acc_demap,57,2895.0,2
demap,acc_demap,58,2932.5,2
demap,acc_demap,59,2972.5,2
demap,acc_demap,60,3055.0,2
demap,acc_demap,61,3092.4999999999995,2
demap,acc_demap,62,3137.5,2
demap,acc_demap,63,3172.5,2
demap,acc_demap,64,3215.0,2
demap,acc_demap,65,3290.0,2
demap,acc_demap,66,3332.5,2
demap,acc_demap,67,3372.5,2
demap,acc_demap,68,3410.0,2
demap,acc_demap,69,3450.0,2
demap,acc_demap,70,3527.5,2
demap,acc_demap,71,3570.0,2
demap,acc_demap,72,3605.0,2
demap,acc_demap,73,3652.5,2
demap,acc_demap,74,3725.0,2
demap,acc_demap,75,3765.0,2
demap,acc_demap,76,3807.5,2
demap,acc_demap,77,3845.0000000000005,2
demap,acc_demap,78,3885.0,2
demap,acc_demap,79,3927.5,2
demap,acc_demap,80,4007.5,2
demap,acc_demap,81,4047.5000000000005,2
demap,acc_demap,82,4085.0,2
demap,acc_demap,83,4125.0,2
demap,acc_demap,84,4170.0,2
demap,acc_demap,85,4245.0,2
demap,acc_demap,86,4285.000000000001,2
demap,acc_demap,87,4320.0,2
demap,acc_demap,88,4362.5,2
demap,acc_demap,89,4440.000000000001,2
demap,acc_demap,90,4474.999999999999,2
demap,acc_demap,91,4520.0,2
demap,acc_demap,92,4560.0,2
demap,acc_demap,93,4597.5,2
demap,acc_demap,94,4677.5,2
demap,acc_demap,95,4720.0,2
demap,acc_demap,96,4755.0,2
demap,acc_demap,97,4797.5,2
demap,acc_demap,98,4877.5,2
demap,acc_demap,99,4917.500000000001,2
demap,acc_demap,100,4955.0,2
demap,acc_demap,1,365.0,4
demap,acc_demap,2,525.0,4
demap,acc_demap,3,732.5000000000001,4
demap,acc_demap,4,925.0,4
demap,acc_demap,5,1125.0,4
demap,acc_demap,6,1325.0,4
demap,acc_demap,7,1522.5,4
demap,acc_demap,8,1682.5000000000002,4
demap,acc_demap,9,1879.9999999999998,4
demap,acc_demap,10,2085.0,4
demap,acc_demap,11,2282.5,4
demap,acc_demap,12,2477.5,4
demap,acc_demap,13,2645.0,4
demap,acc_demap,14,2837.5,4
demap,acc_demap,15,3040.0,4
demap,acc_demap,16,3240.0,4
demap,acc_demap,17,3437.5,4
demap,acc_demap,18,3600.0,4
demap,acc_demap,19,3797.5,4
demap,acc_demap,20,4002.5,4
demap,acc_demap,21,4195.000000000001,4
demap,acc_demap,22,4397.5,4
demap,acc_demap,23,4557.5,4
demap,acc_demap,24,4757.5,4
demap,acc_demap,25,4955.0,4
demap,acc_demap,26,5155.0,4
demap,acc_demap,27,5355.0,4
demap,acc_demap,28,5517.5,4
demap,acc_demap,29,5712.5,4
demap,acc_demap,30,5915.0,4
demap,acc_demap,31,6112.5,4
demap,acc_demap,32,6312.5,4
demap,acc_demap,33,6512.5,4
demap,acc_demap,34,6675.0,4
demap,acc_demap,35,6872.5,4
demap,acc_demap,36,7072.5,4
demap,acc_demap,37,7272.5,4
demap,acc_demap,38,7470.0,4
demap,acc_demap,39,7667.500000000001,4
demap,acc_demap,40,7832.5,4
demap,acc_demap,41,8029.999999999999,4
demap,acc_demap,42,8227.499999999998,4
demap,acc_demap,43,8430.0,4
demap,acc_demap,44,8587.5,4
demap,acc_demap,45,8789.999999999998,4
demap,acc_demap,46,8992.5,4
demap,acc_demap,47,9187.5,4
demap,acc_demap,48,9385.0,4
demap,acc_demap,49,9547.5,4
demap,acc_demap,50,9745.0,4
demap,acc_demap,51,9945.0,4
demap,acc_demap,52,10142.5,4
demap,acc_demap,53,10345.0,4
demap,acc_demap,54,10545.0,4
demap,acc_demap,55,10705.0,4
demap,acc_demap,56,10902.5,4
demap,acc_demap,57,11107.5,4
demap,acc_demap,58,11305.0,4
demap,acc_demap,59,11502.5,4
demap,acc_demap,60,11660.0,4
demap,acc_demap,61,11860.0,4
demap,acc_demap,62,12060.0,4
demap,acc_demap,63,12260.0,4
demap,acc_demap,64,12460.0,4
demap,acc_demap,65,12657.5,4
demap,acc_demap,66,12822.5,4
demap,acc_demap,67,13022.5,4
demap,acc_demap,68,13222.5,4
demap,acc_demap,69,13420.0,4
demap,acc_demap,70,13615.0,4
demap,acc_demap,71,13777.5,4
demap,acc_demap,72,13975.0,4
demap,acc_demap,73,14177.5,4
demap,acc_demap,74,14375.0,4
demap,acc_demap,75,14575.0,4
demap,acc_demap,76,14735.0,4
demap,acc_demap,77,14935.0,4
demap,acc_demap,78,15132.5,4
demap,acc_demap,79,15337.5,4
demap,acc_demap,80,15535.0,4
demap,acc_demap,81,15692.5,4
demap,acc_demap,82,15892.5,4
demap,acc_demap,83,16094.999999999998,4
demap,acc_demap,84,16289.999999999998,4
demap,acc_demap,85,16490.0,4
demap,acc_demap,86,16652.5,4
demap,acc_demap,87,16855.0,4
demap,acc_demap,88,17050.0,4
demap,acc_demap,89,17250.0,4
demap,acc_demap,90,17452.5,4
demap,acc_demap,91,17650.0,4
demap,acc_demap,92,17807.500000000004,4
demap,acc_demap,93,18004.999999999996,4
demap,acc_demap,94,18205.0,4
demap,acc_demap,95,18405.0,4
demap,acc_demap,96,18605.0,4
demap,acc_demap,97,18775.0,4
demap,acc_demap,98,18965.0,4
demap,acc_demap,99,19165.0,4
demap,acc_demap,100,19365.0,4
demap,acc_demap,1,442.5,6
demap,acc_demap,2,717.5,6
demap,acc_demap,3,1034.9999999999998,6
demap,acc_demap,4,1315.0,6
demap,acc_demap,5,1590.0,6
demap,acc_demap,6,1905.0,6
demap,acc_demap,7,2182.5000000000005,6
demap,acc_demap,8,2457.5,6
demap,acc_demap,9,2737.4999999999995,6
demap,acc_demap,10,3052.5000000000005,6
demap,acc_demap,11,3327.5,6
demap,acc_demap,12,3607.5,6
demap,acc_demap,13,3922.5,6
demap,acc_demap,14,4197.5,6
demap,acc_demap,15,4477.5,6
demap,acc_demap,16,4750.0,6
demap,acc_demap,17,5067.5,6
demap,acc_demap,18,5345.0,6
demap,acc_demap,19,5625.0,6
demap,acc_demap,20,5897.5,6
demap,acc_demap,21,6215.0,6
demap,acc_demap,22,6492.5,6
demap,acc_demap,23,6772.5,6
demap,acc_demap,24,7087.5,6
demap,acc_demap,25,7362.5,6
demap,acc_demap,26,7640.0,6
demap,acc_demap,27,7915.0,6
demap,acc_demap,28,8230.0,6
demap,acc_demap,29,8510.0,6
demap,acc_demap,30,8787.5,6
demap,acc_demap,31,9100.0,6
demap,acc_demap,32,9377.5,6
demap,acc_demap,33,9655.0,6
demap,acc_demap,34,9937.5,6
demap,acc_demap,35,10250.0,6
demap,acc_demap,36,10527.5,6
demap,acc_demap,37,10802.5,6
demap,acc_demap,38,11120.0,6
demap,acc_demap,39,11395.0,6
demap,acc_demap,40,11672.5,6
demap,acc_demap,41,11947.5,6
demap,acc_demap,42,12265.0,6
demap,acc_demap,43,12545.0,6
demap,acc_demap,44,12820.0,6
demap,acc_demap,45,13102.5,6
demap,acc_demap,46,13412.5,6
demap,acc_demap,47,13687.5,6
demap,acc_demap,48,13965.0,6
demap,acc_demap,49,14285.0,6
demap,acc_demap,50,14557.5,6
demap,acc_demap,51,14837.5,6
demap,acc_demap,52,15115.0,6
demap,acc_demap,53,15430.0,6
demap,acc_demap,54,15707.499999999998,6
demap,acc_demap,55,15982.500000000002,6
demap,acc_demap,56,16305.0,6
demap,acc_demap,57,16577.5,6
demap,acc_demap,58,16852.5,6
demap,acc_demap,59,17130.0,6
demap,acc_demap,60,17447.500000000004,6
demap,acc_demap,61,17722.5,6
demap,acc_demap,62,18000.0,6
demap,acc_demap,63,18315.0,6
demap,acc_demap,64,18592.500000000004,6
demap,acc_demap,65,18870.0,6
demap,acc_demap,66,19147.5,6
demap,acc_demap,67,19467.5,6
demap,acc_demap,68,19739.999999999996,6
demap,acc_demap,69,20019.999999999996,6
demap,acc_demap,70,20332.5,6
demap,acc_demap,71,20610.0,6
demap,acc_demap,72,20887.5,6
demap,acc_demap,73,21162.500000000004,6
demap,acc_demap,74,21480.0,6
demap,acc_demap,75,21757.5,6
demap,acc_demap,76,22035.0,6
demap,acc_demap,77,22350.0,6
demap,acc_demap,78,22630.0,6
demap,acc_demap,79,22902.5,6
demap,acc_demap,80,23180.0,6
demap,acc_demap,81,23497.5,6
demap,acc_demap,82,23772.5,6
demap,acc_demap,83,24052.5,6
demap,acc_demap,84,24367.5,6
demap,acc_demap,85,24645.0,6
demap,acc_demap,86,24920.0,6
demap,acc_demap,87,25197.5,6
demap,acc_demap,88,25512.5,6
demap,acc_demap,89,25795.0,6
demap,acc_demap,90,26067.499999975,6
demap,acc_demap,91,26382.5,6
demap,acc_demap,92,26660.0,6
demap,acc_demap,93,26935.0,6
demap,acc_demap,94,27212.499999975,6
demap,acc_demap,95,27530.0,6
demap,acc_demap,96,27810.0,6
demap,acc_demap,97,28085.0,6
demap,acc_demap,98,28362.5,6
demap,acc_demap,99,28677.499999975,6
demap,acc_demap,100,28960.0,6
demap,acc_demap,1,527.5,8
demap,acc_demap,2,922.5,8
demap,acc_demap,3,1322.5,8
demap,acc_demap,4,1682.5000000000002,8
demap,acc_demap,5,2080.0,8
demap,acc_demap,6,2480.0,8
demap,acc_demap,7,2840.0,8
demap,acc_demap,8,3235.0,8
demap,acc_demap,9,3597.5,8
demap,acc_demap,10,3997.5000000000005,8
demap,acc_demap,11,4394.999999999999,8
demap,acc_demap,12,4752.500000000001,8
demap,acc_demap,13,5157.5,8
demap,acc_demap,14,5552.5,8
demap,acc_demap,15,5907.5,8
demap,acc_demap,16,6307.5,8
demap,acc_demap,17,6670.0,8
demap,acc_demap,18,7067.5,8
demap,acc_demap,19,7470.0,8
demap,acc_demap,20,7827.499999999999,8
demap,acc_demap,21,8225.0,8
demap,acc_demap,22,8622.5,8
demap,acc_demap,23,8985.0,8
demap,acc_demap,24,9387.5,8
demap,acc_demap,25,9740.0,8
demap,acc_demap,26,10142.5,8
demap,acc_demap,27,10542.500000000004,8
demap,acc_demap,28,10905.0,8
demap,acc_demap,29,11302.5,8
demap,acc_demap,30,11660.0,8
demap,acc_demap,31,12057.5,8
demap,acc_demap,32,12460.0,8
demap,acc_demap,33,12815.0,8
demap,acc_demap,34,13215.0,8
demap,acc_demap,35,13577.5,8
demap,acc_demap,36,13972.5,8
demap,acc_demap,37,14375.0,8
demap,acc_demap,38,14735.0,8
demap,acc_demap,39,15130.0,8
demap,acc_demap,40,15527.5,8
demap,acc_demap,41,15892.5,8
demap,acc_demap,42,16287.500000000004,8
demap,acc_demap,43,16687.5,8
demap,acc_demap,44,17047.5,8
demap,acc_demap,45,17445.0,8
demap,acc_demap,46,17809.999999999996,8
demap,acc_demap,47,18200.0,8
demap,acc_demap,48,18600.0,8
demap,acc_demap,49,18962.5,8
demap,acc_demap,50,19360.0,8
demap,acc_demap,51,19757.500000000004,8
demap,acc_demap,52,20120.0,8
demap,acc_demap,53,20517.499999999996,8
demap,acc_demap,54,20877.5,8
demap,acc_demap,55,21267.5,8
demap,acc_demap,56,21675.0,8
demap,acc_demap,57,22037.5,8
demap,acc_demap,58,22432.500000000004,8
demap,acc_demap,59,22832.5,8
demap,acc_demap,60,23192.5,8
demap,acc_demap,61,23590.0,8
demap,acc_demap,62,23952.5,8
demap,acc_demap,63,24345.0,8
demap,acc_demap,64,24750.0,8
demap,acc_demap,65,25107.5,8
demap,acc_demap,66,25507.5,8
demap,acc_demap,67,25905.0,8
demap,acc_demap,68,26270.0,8
demap,acc_demap,69,26662.5,8
demap,acc_demap,70,27022.5,8
demap,acc_demap,71,27422.5,8
demap,acc_demap,72,27822.5,8
demap,acc_demap,73,28180.0,8
demap,acc_demap,74,28577.5,8
demap,acc_demap,75,28940.0,8
demap,acc_demap,76,29337.499999975,8
demap,acc_demap,77,29740.0,8
demap,acc_demap,78,30100.0,8
demap,acc_demap,79,30502.5,8
demap,acc_demap,80,30895.0,8
demap,acc_demap,81,31247.500000000004,8
demap,acc_demap,82,31649.999999999996,8
demap,acc_demap,83,32012.5,8
demap,acc_demap,84,32402.5,8
demap,acc_demap,85,32815.0,8
demap,acc_demap,86,33167.5,8
demap,acc_demap,87,33562.5,8
demap,acc_demap,88,33930.0,8
demap,acc_demap,89,34325.0,8
demap,acc_demap,90,34729.999999975,8
demap,acc_demap,91,35085.0,8
demap,acc_demap,92,35487.499999975,8
demap,acc_demap,93,35882.5,8
demap,acc_demap,94,36242.5,8
demap,acc_demap,95,36642.5,8
demap,acc_demap,96,37002.5,8
demap,acc_demap,97,37395.0,8
demap,acc_demap,98,37795.0,8
demap,acc_demap,99,38157.5,8
demap,acc_demap,100,38552.5,8
fft,acc_fft,1,145.99999999999997,NA
fft,acc_fft,2,242.00000000000003,NA
fft,acc_fft,3,434.0,NA
fft,acc_fft,4,434.0,NA
fft,acc_fft,5,434.0,NA
fft,acc_fft,6,834.0,NA
fft,acc_fft,7,834.0,NA
fft,acc_fft,8,834.0,NA
fft,acc_fft,9,834.0,NA
fft,acc_fft,10,834.0,NA
fft,acc_fft,11,1682.0,NA
fft,acc_fft,12,1682.0,NA
fft,acc_fft,13,1682.0,NA
fft,acc_fft,14,1682.0,NA
fft,acc_fft,15,1682.0,NA
fft,acc_fft,16,1682.0,NA
fft,acc_fft,17,1682.0,NA
fft,acc_fft,18,1682.0,NA
fft,acc_fft,19,1682.0,NA
fft,acc_fft,20,1682.0,NA
fft,acc_fft,21,1682.0,NA
fft,acc_fft,22,3490.0,NA
fft,acc_fft,23,3490.0,NA
fft,acc_fft,24,3490.0,NA
fft,acc_fft,25,3490.0,NA
fft,acc_fft,26,3490.0,NA
fft,acc_fft,27,3490.0,NA
fft,acc_fft,28,3490.0,NA
fft,acc_fft,29,3490.0,NA
fft,acc_fft,30,3490.0,NA
fft,acc_fft,31,3490.0,NA
fft,acc_fft,32,3490.0,NA
fft,acc_fft,33,3490.0,NA
fft,acc_fft,34,3490.0,NA
fft,acc_fft,35,3490.0,NA
fft,acc_fft,36,3490.0,NA
fft,acc_fft,37,3490.0,NA
fft,acc_fft,38,3490.0,NA
fft,acc_fft,39,3490.0,NA
fft,acc_fft,40,3490.0,NA
fft,acc_fft,41,3490.0,NA
fft,acc_fft,42,3490.0,NA
fft,acc_fft,43,7346.0,NA
fft,acc_fft,44,7346.0,NA
fft,acc_fft,45,7346.0,NA
fft,acc_fft,46,7346.0,NA
fft,acc_fft,47,7346.0,NA
fft,acc_fft,48,7346.0,NA
fft,acc_fft,49,7346.0,NA
fft,acc_fft,50,7346.0,NA
fft,acc_fft,51,7346.0,NA
fft,acc_fft,52,7346.0,NA
fft,acc_fft,53,7346.0,NA
fft,acc_fft,54,7346.0,NA
fft,acc_fft,55,7346.0,NA
fft,acc_fft,56,7346.0,NA
fft,acc_fft,57,7346.0,NA
fft,acc_fft,58,7346.0,NA
fft,acc_fft,59,7346.0,NA
fft,acc_fft,60,7346.0,NA
fft,acc_fft,61,7346.0,NA
fft,acc_fft,62,7346.0,NA
fft,acc_fft,63,7346.0,NA
fft,acc_fft,64,7346.0,NA
fft,acc_fft,65,7346.0,NA
fft,acc_fft,66,7346.0,NA
fft,acc_fft,67,7346.0,NA
fft,acc_fft,68,7346.0,NA
fft,acc_fft,69,7346.0,NA
fft,acc_fft,70,7346.0,NA
fft,acc_fft,71,7346.0,NA
fft,acc_fft,72,7346.0,NA
fft,acc_fft,73,7346.0,NA
fft,acc_fft,74,7346.0,NA
fft,acc_fft,75,7346.0,NA
fft,acc_fft,76,7346.0,NA
fft,acc_fft,77,7346.0,NA
fft,acc_fft,78,7346.0,NA
fft,acc_fft,79,7346.0,NA
fft,acc_fft,80,7346.0,NA
fft,acc_fft,81,7346.0,NA
fft,acc_fft,82,7346.0,NA
fft,acc_fft,83,7346.0,NA
fft,acc_fft,84,7346.0,NA
fft,acc_fft,85,7346.0,NA
fft,acc_fft,86,15554.0,NA
fft,acc_fft,87,15554.0,NA
fft,acc_fft,88,15554.0,NA
fft,acc_fft,89,15554.0,NA
fft,acc_fft,90,15554.0,NA
fft,acc_fft,91,15554.0,NA
fft,acc_fft,92,15554.0,NA
fft,acc_fft,93,15554.0,NA
fft,acc_fft,94,15554.0,NA
fft,acc_fft,95,15554.0,NA
fft,acc_fft,96,15554.0,NA
fft,acc_fft,97,15554.0,NA
fft,acc_fft,98,15554.0,NA
fft,acc_fft,99,15554.0,NA
fft,acc_fft,100,15554.0,NA
